Order to Trade Ratio,Hit Ratio,Cancel to Trade Ratio,Commitment %,Zero-crossing %,Average Trade Size,Outstanding Volume,Trade Asymmetry,Aggression Asymmetry,Volume Asymmetry,Flat position despite of insignificant activity,Number of clients,Aggression,Speed of execution of trades,Net Profit,Score,Anomaly_Label
864.6113,3902.5088,37.7954,51.3939,154.5339,39299.5967,1429,3.5559,0.764,78.7175,1,1183,0.9652,3036.7578,6179.6533,-0.025846032,-1
3765.9163,1692.7378,241.4792,80.484,230.5572,10151.7631,4886,0.5949,0.2172,48.8252,1,4418,0.0149,6873.1403,67655.4428,-0.033114432,-1
3412.1486,3644.7743,148.4908,76.7262,290.7362,18228.2276,2677,4.1374,0.2214,72.5906,0,28412,0.8128,4263.3388,81424.5406,0.003050976,1
2987.1084,2655.3478,45.9971,0.3891,311.1752,47474.2693,2638,3.231,0.8883,15.9829,1,43834,0.927,5158.8719,85512.4601,-0.000850491,-1
2235.2102,1988.3633,215.2849,50.4378,3.2349,35452.1708,6869,0.4518,0.4795,25.6382,0,184,0.4996,5726.4179,72289.313,-0.007132981,-1
299.0897,1632.5781,73.1583,84.3517,232.8763,6050.6501,9845,3.3888,0.8846,39.0831,0,30236,0.0468,6713.6191,45981.8393,-0.008794976,-1
102.338,971.3757,104.7927,7.2124,392.4137,14689.8785,2262,2.4084,0.526,15.0038,1,26333,0.1086,2707.0625,126063.601,-0.014000044,-1
1669.5511,3220.6993,186.089,13.5127,133.8925,48825.0962,9966,3.8499,0.5342,43.8053,0,22135,0.8551,8805.7548,22232.8146,-0.019423808,-1
1411.6472,1921.6652,113.4868,76.8804,97.2245,26745.1392,5745,0.2182,0.1347,13.7516,1,5474,0.8636,1734.2852,107807.8882,-0.011574026,-1
3253.4634,858.323,53.671,60.9327,61.3832,266.1309,7534,1.8273,0.7182,92.3248,1,29036,0.7099,2256.3113,24537.7627,-0.043882152,-1
555.7158,1948.5443,30.9882,84.2982,350.1839,52983.0921,8666,1.5062,0.6904,72.772,1,18597,0.9616,4614.6662,120825.6884,0.002454902,1
2671.6966,1069.7053,252.2489,24.9283,222.8454,59544.389,9346,1.3537,0.9474,75.0011,1,40528,0.0363,5006.089,359.6353,-0.08018132,-1
3233.7724,1382.7524,117.0663,99.2458,112.528,50193.725,2508,1.7141,0.9595,62.3775,0,25141,0.5443,2075.229,142833.686,0.001045595,1
1339.8558,594.5254,274.9394,5.5649,21.4588,5792.2848,7965,0.6987,0.9043,9.9274,0,21690,0.1426,1068.092,34165.3431,-0.059400863,-1
2328.2307,2160.1572,208.2675,41.1807,186.7589,32964.407,5503,2.7744,0.8434,6.2136,0,37042,0.2733,4761.6082,90342.2567,0.007647011,1
2463.8676,223.8265,171.6148,76.8556,361.6325,23217.826,9872,2.3739,0.839,15.1926,0,43778,0.959,5480.8146,73247.4302,-0.017831605,-1
1693.31,3143.0751,245.8629,9.3703,316.5921,53545.9428,5835,0.6377,0.8129,75.6388,1,2572,0.038,8339.2571,116314.8563,-0.048939233,-1
3968.3345,1569.2395,188.4743,91.9174,326.0471,10877.6945,6937,0.7146,0.1464,47.6542,0,22824,0.8687,8999.764,141095.317,-0.036927024,-1
4143.4264,3989.4183,163.0913,37.3567,240.2746,14612.9959,9025,2.7264,0.2151,59.2302,0,11827,0.6349,2326.7405,128170.3449,-0.008924907,-1
3421.9072,2267.7314,40.6845,41.7155,344.0099,50238.7031,5950,0.3318,0.6061,82.5475,1,41242,0.9685,2296.8194,18512.7162,-0.025154268,-1
2850.9429,1534.8515,108.6908,54.0224,353.8256,52303.0303,8905,1.6126,0.8721,37.0607,0,45190,0.6428,5261.0326,79522.9807,0.014078636606811135,1
493.5821,119.4275,145.9271,60.0495,322.5274,46109.6303,6753,0.837,0.299,57.8882,1,34840,0.7554,6792.7479,125620.9135,0.004113786,1
1891.051,3236.115,153.1922,46.7984,296.1472,22099.6814,5249,1.4741,0.1123,54.3269,0,229,0.4245,5638.3292,18872.7936,0.00448124,1
1180.3394,3847.8263,218.5722,89.5172,334.157,26688.475,4191,1.8111,0.3684,35.9912,1,19034,0.6889,8606.0891,28728.7602,-0.010505342,-1
3483.658,1983.1171,217.4439,84.8154,274.2326,24109.9779,4266,4.4244,0.8079,66.9642,0,42173,0.3926,1843.4036,49963.4415,-0.030051057,-1
2077.0561,3208.4249,27.6895,50.1732,363.1051,17932.1117,2180,1.7852,0.7071,63.7411,1,2705,0.5776,4211.9456,65534.0139,0.02641865,1
1696.5705,3842.9651,99.8259,77.4686,9.4281,15539.9014,8955,1.7402,0.3485,98.3482,0,9878,0.7165,3705.6569,44532.425,-0.037793005,-1
913.8149,2945.5659,187.4794,15.3204,34.6264,17738.9417,3214,1.3752,0.6217,34.147,1,13454,0.6581,8263.5164,51604.588,-0.008236104,-1
3005.6638,3810.7568,255.6812,4.1789,275.5483,44372.1667,5550,2.7254,0.9916,30.4956,1,31581,0.8077,1720.902,18726.5494,-0.037751484,-1
3601.6478,1845.0671,75.7212,61.3667,176.2054,23180.423,5349,1.0028,0.9683,10.2222,1,19546,0.1472,5340.7049,119496.0413,-0.002424752,-1
1431.3988,198.0006,134.0204,57.1695,114.0608,56079.8152,6809,4.5267,0.5752,80.8261,1,6195,0.0212,6074.8353,95619.1067,-0.031601679,-1
1251.6937,2380.7874,118.881,93.3132,161.7659,18092.4157,4323,1.2824,0.7075,87.3371,0,30745,0.9787,5408.031,136930.6069,0.001490872,1
1423.8876,1559.2221,100.4892,92.5976,211.4604,36873.2921,5166,2.6349,0.0843,6.515,1,19368,0.6739,3852.7591,86475.6876,0.032502571915627054,1
1807.3841,1031.5781,154.6935,79.6344,167.5512,31383.852,7225,2.8702,0.5732,30.6298,0,33900,0.3211,89.2214,136097.2839,0.010653905880938841,1
237.2126,1375.5833,101.0833,78.4469,365.3251,46009.7846,9508,1.6863,0.1839,83.0159,1,4326,0.4446,1294.6757,106854.691,-0.024261313,-1
2480.726,1998.5373,253.9925,79.3488,94.9394,8233.4934,9747,1.3446,0.0624,17.207,1,25737,0.2641,2593.5995,33772.1163,-0.011651588,-1
1241.4242,2532.4965,107.8102,3.7347,364.8215,25820.2434,5667,3.6387,0.5342,1.053,1,29970,0.0012,4710.1919,43882.6165,-0.019394694,-1
1034.1135,647.0423,44.763,26.6982,399.1332,31247.9957,2662,1.5976,0.7102,84.6943,1,3763,0.8061,5723.7025,71739.3044,-0.010127412,-1
2388.9686,3716.9946,159.4555,44.7161,182.2083,32196.3689,1264,4.5465,0.3372,81.7163,0,33333,0.8041,8156.4178,134695.0877,-0.028104051,-1
1386.5962,43.3479,130.8455,50.2978,220.1846,2124.8551,8046,2.7246,0.8128,6.0752,0,36717,0.6603,4966.6914,161913.638,-0.057410484,-1
366.8003,1392.2,51.7335,0.1973,88.6334,41044.4073,8701,4.2101,0.9816,14.3604,1,41066,0.8158,7652.4374,84800.8145,-0.05546758,-1
780.7789,1280.2161,166.4592,96.5147,114.0777,560.964,6690,2.9513,0.5891,98.6961,0,24487,0.5583,4520.109,150685.0047,-0.012354481,-1
3149.6803,160.5686,246.0268,95.6402,166.8507,48110.0133,3271,1.2603,0.543,85.323,1,43271,0.7337,2149.5239,115721.7343,-0.03960129,-1
3991.281,3078.8921,61.8198,40.3201,342.4216,45522.5719,3752,0.197,0.609,66.8699,0,29758,0.9673,5761.972,113251.0723,-0.023726876,-1
2274.9637,1960.8729,161.6101,54.7189,278.7799,2825.048,4578,4.6781,0.451,6.1661,1,44039,0.2819,4972.278,157259.3494,-0.012537737,-1
3838.1209,832.7192,11.3312,38.5768,190.4398,22077.3166,8533,4.4892,0.3201,8.003,0,6100,0.276,74.6989,101140.1299,-0.006680862,-1
1130.077,415.5986,53.7751,44.8098,231.7851,1288.7182,8330,0.8647,0.8561,71.13,0,21606,0.5281,6189.1069,9615.443,-0.0086861,-1
2357.7274,3007.9841,34.4943,44.9704,115.2477,49519.7339,1749,1.7464,0.0922,72.6297,0,794,0.3776,2934.7591,162348.1019,-0.01878414,-1
3746.8343,1050.6711,148.1667,57.0638,370.5839,59326.922,3437,1.9573,0.6635,68.2711,1,20233,0.6356,1078.3312,103925.6956,0.001043456,1
3421.87,1761.9714,188.7682,36.9909,128.1315,25845.1076,1844,3.7241,0.6575,3.0638,1,25011,0.6121,6925.8137,40228.2265,0.029161350660294183,1
3951.7889,286.3032,172.7762,36.1841,309.8234,47136.3477,5335,0.7753,0.1776,45.9962,1,34525,0.6683,7597.5705,141799.9465,-0.030973786,-1
2675.3418,3690.7899,139.331,46.1579,398.556,2403.9352,2376,2.6584,0.1144,98.2366,1,11835,0.0324,1645.6049,140.6589,-0.081557524,-1
2947.6067,2881.2811,292.3152,63.5279,129.2888,5815.2927,9620,1.3732,0.7495,19.9316,1,7704,0.3322,3945.4095,153534.7476,-0.010397278,-1
234.8181,2052.7546,269.4329,8.3461,150.4473,58704.9483,4541,4.6977,0.384,81.0836,1,11826,0.9616,2724.5396,19199.1467,-0.052544117,-1
82.6274,2939.28,33.8418,29.6334,230.8277,30385.0638,2687,1.6772,0.7308,5.1116,0,41256,0.8547,8071.0946,102367.3449,-0.0112088,-1
3044.6878,464.2934,88.5312,79.754,141.5465,30789.6222,3923,4.2374,0.0417,71.1529,0,35373,0.9654,2509.9957,20112.0326,-0.050558608,-1
3580.2619,896.5969,254.4969,8.2905,365.8009,6685.3763,5990,1.9014,0.8418,62.8048,1,3207,0.7971,8728.3375,8020.5549,-0.02871373,-1
3844.0359,285.7239,145.6646,21.9336,187.2208,50494.7972,9203,1.6695,0.9503,87.0273,0,16638,0.1075,348.8649,5347.1205,-0.042030501,-1
3075.6377,370.1844,196.0259,27.5598,120.2557,37064.6014,1607,0.987,0.8127,30.138,1,27241,0.7976,3607.75,6548.1927,-0.045776925,-1
3656.2903,2518.9539,269.8752,49.6186,206.0377,36907.1082,7892,2.0269,0.2061,12.2302,0,38911,0.7037,1301.1963,164021.016,-0.004226922,-1
3101.3483,32.0445,19.2412,13.4157,80.9791,33078.2295,1944,0.7212,0.8743,64.8714,0,22673,0.3201,5889.7066,40834.7233,-0.030443563,-1
953.3122,2518.533,201.1954,3.0502,8.7883,31794.3353,7163,3.2913,0.1428,19.0397,0,15316,0.6531,8879.1927,32419.6569,-0.020159049,-1
3649.4991,3443.0618,275.9659,22.9458,223.9724,12259.8297,1532,4.2239,0.4608,11.1624,0,3113,0.8542,850.7795,25258.8484,-0.026121656,-1
2299.9936,1498.7858,231.6197,70.3294,191.8967,42099.476,6776,2.7194,0.1982,94.9121,1,5225,0.6282,526.4821,97548.0783,0.002427359,1
3600.285,948.872,132.0723,37.8754,361.1271,15236.9012,6090,1.9042,0.8115,64.3283,1,9746,0.0465,4704.2601,61706.6439,0.008814888,1
1256.9501,2669.9541,241.3827,17.6585,239.0872,7449.9437,6783,1.2294,0.7879,79.6511,1,15835,0.9602,668.9161,40822.2994,-0.012635228,-1
358.4346,3665.0931,138.5945,55.0398,97.099,44364.2752,7226,3.8431,0.602,9.0886,0,29987,0.3468,8781.3397,64911.4341,-0.015639769,-1
2770.2013,392.7819,200.6443,85.6318,177.1282,28595.616,7225,0.1636,0.0239,56.7526,1,585,0.7408,7639.9621,28783.6757,-0.019018512,-1
3173.4265,2999.2043,108.4937,91.2687,80.6505,19749.7176,3729,1.1287,0.0083,39.687,0,4467,0.1619,6656.7626,80560.7192,-0.02657326,-1
1866.3612,4145.3875,245.4347,26.3994,17.2961,7680.9794,2526,4.1716,0.6501,0.6287,0,32729,0.6891,6248.0557,59659.4608,-0.048918454,-1
452.8155,804.3606,285.035,72.2702,253.7729,5506.6211,1892,0.9083,0.4555,79.8354,0,27534,0.9391,6266.9193,152489.9475,-0.010333137,-1
1748.6929,3806.5633,223.2587,74.622,70.7611,46704.8265,2555,4.2383,0.4419,65.665,0,22871,0.7183,4484.5929,48207.1535,-0.012429928,-1
1210.549,2069.6278,119.4254,62.5078,324.3076,35869.0972,6966,4.5413,0.564,67.9624,0,44455,0.5057,4442.5181,133089.5234,-0.002607293,-1
278.0298,4085.3353,49.6783,82.6326,222.7697,31444.2349,9560,1.5154,0.4193,37.7109,1,18522,0.7527,4242.0118,141561.0991,0.022407535313358096,1
2667.5929,431.1744,12.7401,87.8327,271.1893,40174.1892,8708,0.7186,0.013,96.3691,1,36278,0.6295,7104.478,63139.0928,-0.048178711,-1
986.0352,2897.5309,145.8959,46.5155,279.1172,37026.427,3528,4.7006,0.5039,24.678,1,35382,0.5774,3758.1862,38936.2298,-0.000316642,-1
1806.2216,3672.7817,86.9028,76.7034,136.0615,55197.3409,5135,1.7661,0.5403,6.4405,1,4347,0.5447,2544.2392,112653.1441,-0.028337641,-1
2114.1268,2010.5981,182.8008,27.1471,34.72,14753.8925,2591,0.7656,0.6154,7.2679,1,33682,0.6973,2434.9729,47320.6635,-0.009721242,-1
2198.3495,1299.7455,54.187,72.3015,55.9277,18610.5996,6897,3.7835,0.6331,11.5459,1,29936,0.479,3888.1514,143823.9698,0.017904128,1
2826.2807,3841.2097,181.1013,65.6054,123.1054,38384.0668,6150,2.1106,0.4939,18.1431,1,10568,0.8102,1746.3503,121931.8956,0.015866298860005845,1
167.2819,3632.4904,174.0631,24.9508,37.6954,51048.1991,4833,0.8906,0.4694,88.7349,0,20095,0.1772,2856.8222,14540.7552,-0.054196511,-1
2278.1028,3321.2611,166.5102,82.8677,272.1193,50306.0856,5852,1.8907,0.3748,37.2126,0,36301,0.9565,4985.2634,11665.6941,-0.007198546,-1
3482.6279,3466.3831,97.4407,58.6614,334.0691,25703.9389,4842,1.9436,0.2893,31.5578,1,15258,0.1782,2245.6344,101784.9552,0.007458333,1
1891.9654,1915.3545,33.677,47.9885,179.6705,33202.3423,4832,2.0509,0.874,34.4865,1,12402,0.52,5557.6924,83509.0228,0.038256927,1
2292.1447,4015.1331,193.7822,40.987,123.2552,22035.1141,7087,3.4435,0.7284,38.7196,1,25292,0.3855,7083.2155,85744.7012,0.020114061,1
2999.1961,2962.5473,151.3112,12.5607,304.7446,42494.1259,8801,2.8399,0.1831,96.1545,0,31941,0.9977,2689.2755,103601.0782,-0.035868513,-1
3810.0757,913.5227,96.0928,64.4137,140.4437,18756.953,6739,2.4139,0.2225,98.8669,1,36008,0.1877,6144.7977,86484.394,-0.012268393,-1
1562.7782,3828.4212,98.8166,76.1162,295.4584,56205.7583,8136,4.3924,0.0881,39.6314,0,20724,0.6403,853.9933,141665.5171,-0.030926944,-1
1258.7552,2732.2856,158.2711,82.1926,153.23,12178.0661,3197,1.39,0.2666,50.4286,1,22694,0.2132,6821.9651,141669.2129,0.013460083574565795,1
3418.0842,286.9522,44.5515,55.2904,136.0641,37100.9275,2854,4.4144,0.9981,60.094,1,15709,0.0631,6152.852,16067.3174,-0.021872134,-1
2509.5962,2926.8567,201.4779,88.0626,159.5899,35568.5526,7860,2.133,0.2571,12.0823,0,12614,0.455,3025.2522,61359.647,0.014497541427372362,1
1199.5487,3044.8202,237.8913,81.1112,65.6836,57265.1763,8972,3.7629,0.9353,56.7196,1,23086,0.3695,7005.606,128196.8764,-0.03648565,-1
3449.8535,3194.4906,129.8286,96.1841,307.6008,34506.9789,9840,2.5074,0.4876,25.73,1,19592,0.5245,8493.5668,161704.5446,0.021582037912869778,1
1340.4034,71.6911,84.9854,31.2281,124.3566,26043.6038,9443,0.6854,0.7187,45.0218,1,43819,0.9197,4730.2458,113082.8239,0.011522015207897363,1
1942.6616,3652.3695,222.149,47.1511,232.4802,53207.5885,5233,0.9227,0.0801,1.5183,0,23587,0.091,5680.5307,130707.3559,-0.02954667,-1
3836.7784,3367.2994,171.5459,59.2286,247.9545,18832.2385,6640,3.1161,0.3275,78.3401,1,27040,0.047,7251.7845,108322.3898,-7.37E-05,-1
3865.8631,3115.1361,219.4395,92.5195,41.0503,14783.1257,8454,1.6172,0.8767,57.8353,1,29775,0.304,6481.9196,115256.6117,-0.025999614,-1
2443.0293,3824.3617,0.0674,92.0986,116.499,4593.6983,4863,3.4352,0.7737,59.6347,0,35452,0.0852,2722.935,118978.3461,-0.067888814,-1
1492.4262,321.7918,6.2754,44.3037,375.74,38458.706,5669,1.8683,0.8842,32.0594,0,40642,0.5896,6565.6522,124567.0915,-0.006167317,-1
3931.0833,340.1662,100.8912,9.8855,17.4954,4759.6541,8757,2.2008,0.6064,30.2552,0,21361,0.1866,8660.8031,109585.382,-0.038631401,-1
1017.3957,3624.8041,268.8844,10.7559,77.9275,11561.2901,5016,1.506,0.5957,24.0665,0,42365,0.6903,24.9717,112952.5526,-0.034085053,-1
2168.5776,3420.7517,206.626,13.5501,389.5257,42698.8179,4292,1.4794,0.6668,2.2672,1,36717,0.0491,7714.1793,5452.5723,-0.070994906,-1
2440.9704,1713.8927,195.6665,36.8141,124.4887,46514.9635,3316,1.8587,0.1735,4.2951,0,42246,0.4955,7592.8881,9876.0883,-0.016561688,-1
3793.2137,588.3418,22.7968,33.7939,138.9513,34257.3373,6842,4.7617,0.1221,31.6968,1,9779,0.9748,8671.1032,98720.0246,-0.070333363,-1
292.0796,938.1895,287.8669,44.6163,267.6049,21133.4748,4619,2.0983,0.7788,42.6675,0,21325,0.4488,4486.0478,130469.0987,0.029560262,1
1034.0287,1090.2952,259.5614,21.0487,392.9275,21164.8694,8531,3.9536,0.2901,69.304,0,15990,0.9545,27.6269,156701.7633,-0.04619536,-1
799.8769,89.622,273.7474,24.0531,197.3639,27873.6545,3796,0.6205,0.428,46.0558,1,2989,0.8952,2128.6709,14290.0209,-0.023965056,-1
1303.6446,2690.745,148.9247,0.1023,324.9177,33211.5028,6011,1.5339,0.7589,95.8672,1,37684,0.9444,2255.4326,161016.7126,-0.005026009,-1
924.2599,913.5799,197.862,20.4729,291.8738,7852.2321,1133,2.1415,0.862,77.9412,1,20200,0.8852,6567.2174,101097.172,-0.018303475,-1
2252.3335,3187.0291,55.7284,6.7184,334.8782,36763.9888,3580,4.5575,0.4074,61.6927,1,7682,0.2049,357.2768,162629.6845,-0.008401336,-1
1190.3534,3294.5077,197.6134,34.1279,58.7111,8407.5835,4909,4.4021,0.4082,83.1806,0,35857,0.0017,7642.8852,101450.3763,-0.048706754,-1
752.3578,2550.3054,221.7506,47.4613,265.9057,3978.3148,3214,1.8671,0.4715,4.1508,1,13262,0.8574,5778.5827,90075.1825,0.004497192,1
1046.3725,745.9752,142.4164,94.4231,172.1161,13725.8221,3888,0.5017,0.6455,20.4036,1,43497,0.6487,5492.1871,82237.1858,0.007255317,1
1557.497,1920.4242,232.6991,76.0502,211.9035,17485.2379,7733,2.9671,0.0924,61.4287,0,36423,0.8722,3012.3218,147953.7186,0.011298913370668628,1
63.5991,587.2156,175.0301,15.3994,331.8727,16505.9339,7938,1.2325,0.9484,16.3193,1,24916,0.0526,4361.2452,49482.7985,-0.039918541,-1
3257.0953,1314.9905,183.672,93.0045,55.9325,20886.5494,3478,3.4227,0.4896,86.6298,0,37896,0.6165,8589.4915,72383.7859,-0.022591608,-1
3154.1715,1948.5615,119.7523,54.8304,183.4419,34118.304,6520,2.5913,0.4419,67.1359,1,14491,0.229,6292.0229,54821.0409,0.021680062,1
3625.0974,3837.6317,217.6358,86.7728,273.5015,3448.6926,1844,2.2437,0.6696,72.7963,0,12794,0.153,7295.7462,88432.6791,-0.041553092,-1
2672.6868,4056.929,180.5537,41.012,267.556,12937.703,5536,4.0006,0.0709,89.9058,1,38294,0.8174,6821.4274,148361.32,-0.023558535,-1
1328.6886,3777.384,56.2286,44.5497,333.5424,22076.1547,1452,0.9737,0.7182,87.8243,0,41207,0.6149,2128.3088,7375.5412,-0.038115571,-1
3361.8472,838.9118,286.8477,82.3675,32.0477,43205.7378,1714,0.6148,0.3682,8.5066,0,44258,0.4404,828.5412,100079.1043,-0.063324729,-1
3605.8415,3611.7967,192.2582,78.4458,277.1551,47860.1246,4132,4.598,0.313,66.9584,0,40191,0.7844,4604.4057,57296.1423,-0.027920896,-1
366.6137,1339.5932,156.7374,39.0792,326.4962,26012.2096,7120,2.1898,0.1049,67.6483,0,36448,0.2347,6830.6843,13992.932,-0.007833246,-1
2782.7373,936.6667,13.7548,20.4597,166.7065,11114.1439,7807,1.354,0.1089,1.0433,1,27929,0.2932,6013.5406,98702.1558,-0.022638075,-1
2472.8566,2005.9669,211.7644,97.2113,13.4616,15289.128,9751,3.5542,0.445,73.1082,1,28400,0.0265,1033.7413,154009.1894,-0.030703838,-1
2390.1882,2278.8516,96.4192,27.1614,373.9312,35486.9379,4190,3.3611,0.9481,81.2491,0,931,0.542,6775.5816,160928.4248,-0.019728425,-1
3593.9638,3123.9172,289.3379,16.8068,257.4392,10275.9782,1965,1.8942,0.6803,5.3354,1,2707,0.0354,8092.2726,31054.8328,-0.053409269,-1
1433.3025,1307.9694,36.6751,13.759,284.9673,37822.8093,6507,4.742,0.3249,61.2462,1,44787,0.5244,3550.9769,2946.2148,-0.03224429,-1
1647.7063,840.569,283.9808,88.7897,255.8478,28834.333,1292,3.3979,0.313,12.1632,0,22443,0.3169,895.3713,43075.1851,0.031174060546475535,1
1555.8915,4018.2907,99.8043,34.3351,204.8525,9177.6887,6958,0.7392,0.6256,50.2742,0,26456,0.968,1385.9572,91784.6476,0.006681873,1
1800.9835,941.5825,28.2302,55.0081,364.4443,25377.7958,4258,4.7872,0.1986,19.3028,0,29666,0.6924,5555.9648,111550.9527,-0.017593764,-1
177.5134,542.6171,38.1544,24.4575,337.3905,39230.0121,1002,3.6444,0.4589,2.1803,1,6875,0.8605,4967.2037,5787.8623,-0.003002953,-1
2458.6019,988.401,122.4175,80.7706,5.4389,21343.5545,7279,4.4437,0.4003,50.7509,1,32931,0.8148,6203.0835,1620.8613,-0.029129828,-1
363.5741,578.7652,262.6889,28.6648,169.7489,22195.5414,3058,0.4806,0.3878,63.8504,0,13020,0.6177,775.4329,31910.5893,0.015387527408544266,1
3157.082,2119.0069,250.0208,29.422,84.2766,23059.3448,5266,2.3583,0.0704,76.989,1,35406,0.1512,2669.761,18444.979,-0.015460159,-1
279.6642,3112.7401,42.5816,41.1131,197.2135,55311.3932,9928,0.6005,0.8071,69.1538,0,2099,0.0641,7218.9416,106727.6894,-0.054498064,-1
3572.8707,2049.0243,147.004,27.7117,46.4147,42099.756,3846,0.4057,0.74,4.0953,1,37318,0.4155,373.8019,47967.7477,-0.019941159,-1
2193.5824,1875.0039,230.4004,81.0847,365.0601,4962.3044,2713,4.6109,0.8514,72.8966,0,5982,0.2417,8797.1267,16662.5925,-0.065205047,-1
374.4166,1323.8027,280.2583,58.5558,135.0458,57223.1365,1599,4.5629,0.2364,14.0593,0,44246,0.2302,4596.5867,129417.8615,-0.055411577,-1
4.1957,3749.6466,183.4751,55.3954,77.8208,29583.7045,4593,3.2945,0.3498,17.0869,0,8859,0.3464,440.4161,81440.7965,-0.010967043,-1
261.2505,2603.9401,146.5599,34.318,368.9286,20687.8806,6459,1.2425,0.3092,47.9951,1,37661,0.7464,2394.9935,145422.6582,-0.003199561,-1
1555.2399,3429.5649,279.5437,20.2302,357.209,25651.6138,4936,4.4008,0.6556,30.8909,0,15663,0.713,6415.7266,153483.8813,-0.017187472,-1
2738.7253,4127.569,227.1798,26.4094,46.5536,34306.343,6097,0.8211,0.3129,99.7403,1,15923,0.9633,6981.8049,114093.6652,-0.040255045,-1
406.0729,3461.0642,139.2436,28.7824,92.4615,25302.0858,8386,1.0058,0.991,51.4378,1,43749,0.4302,1277.6904,158107.9974,-0.066091299,-1
1534.2122,1431.1258,108.8097,92.7991,43.0574,24766.8313,8075,2.342,0.9425,59.4081,1,3182,0.743,7784.1067,78415.2017,0.002388483,1
702.5063,2266.7928,154.8103,82.5274,333.225,30575.2987,1542,3.1302,0.0571,47.1581,1,29173,0.8291,6885.6724,11557.5791,-0.023358443,-1
2938.214,1307.7032,272.3596,7.4244,201.9736,53966.5119,3234,0.5334,0.7682,93.2627,0,5486,0.292,2117.8988,116501.7996,-0.026660136,-1
2527.6636,1836.6887,138.9414,14.3427,26.3628,26725.9403,9512,3.9081,0.361,93.6995,0,13075,0.6489,2762.19,75933.6522,-0.010430072,-1
2805.9747,1454.7676,43.7379,4.173,255.4617,33838.3212,3967,4.6507,0.5962,53.3184,0,30276,0.6984,8186.5042,131545.5366,-0.023184356,-1
3996.5289,550.3463,128.9579,46.6017,83.9394,8608.3887,3759,4.252,0.4972,65.8996,0,21925,0.4815,675.9811,48244.002,-0.055562985,-1
1684.9284,211.6393,71.9638,97.9259,192.6502,31513.3279,6906,3.299,0.272,10.0023,1,10124,0.5401,575.5028,99881.8654,-0.010094459,-1
3633.6154,561.3896,8.6927,47.5051,42.6352,2689.5779,6232,3.7703,0.2314,61.6001,1,34546,0.283,3059.5218,32573.421,-0.043691748,-1
427.4465,3631.459,260.3105,32.9281,178.3841,50840.0767,9382,0.7614,0.823,0.561,0,41911,0.1061,714.2686,87047.943,-0.046882447,-1
1462.639,3972.2544,176.1501,84.3734,225.9691,31126.9797,8040,2.5843,0.0039,81.5669,0,33197,0.7894,3469.6199,62025.2461,-0.010675883,-1
2725.04,3721.9251,144.6669,3.9477,394.9563,54976.2712,5836,0.9366,0.9586,61.051,1,3536,0.9839,707.1931,11933.3767,-0.059532726,-1
3453.5515,2762.657,9.9252,95.646,138.6326,4372.2956,4788,3.2731,0.7189,55.6555,1,34390,0.0361,8390.113,145303.166,-0.036543104,-1
1630.0279,2122.0005,132.6984,65.9707,377.3308,45727.6284,3604,2.1251,0.1927,12.3292,0,17334,0.943,2601.9388,114421.8734,0.002999431,1
427.3926,3081.2068,159.5997,30.8165,338.547,29636.746,2545,4.0226,0.4064,67.9311,1,12256,0.1543,5476.0245,5623.0086,-0.003779501,-1
3937.9457,3772.9075,219.081,24.8726,128.7918,33111.9664,4995,4.3697,0.7954,54.0996,0,14662,0.7521,8060.3177,88418.1582,-0.015616509,-1
928.7113,2990.9665,288.6352,1.5915,17.4493,54684.7196,6661,4.7271,0.9977,40.0114,1,23007,0.9884,7434.9308,30003.4245,-0.111704986,-1
145.3539,2092.465,208.0478,4.4336,371.7846,42135.4935,9920,3.7788,0.2808,82.9448,1,34720,0.3747,6041.8995,154924.4788,-0.052909842,-1
1585.8769,2457.3945,54.8745,12.5354,205.3891,12020.8895,8249,3.466,0.4065,43.7194,0,18940,0.419,7357.3625,65259.712,0.012082831594687315,1
3305.584,144.2224,280.6624,71.8995,73.279,48830.9185,9740,2.3747,0.9721,82.4172,1,19607,0.9019,308.3859,110984.5995,-0.075432118,-1
3405.0624,4014.3152,117.3881,59.9925,217.3695,22748.7898,5121,1.8671,0.0926,66.2037,0,43125,0.313,3462.3671,14733.8331,-0.007489964,-1
378.5667,972.6104,159.3138,46.885,53.6756,13197.1798,6701,3.5061,0.846,7.8214,1,21347,0.0199,6208.7357,68079.1346,-0.048686068,-1
103.0712,3215.6094,3.2415,21.9253,88.6995,14457.3685,1422,2.2907,0.9049,19.2004,1,14056,0.5765,7164.581,111020.3687,-0.0323137,-1
3634.2722,1541.4453,156.7767,10.3344,103.4322,16013.3141,3996,0.855,0.6881,81.099,1,19965,0.7311,8219.6727,117977.2405,0.003718334,1
2590.07,64.1275,161.8736,91.9603,124.2844,16119.5374,7594,0.109,0.9312,14.424,0,14484,0.4192,91.9767,130488.6224,-0.053388526,-1
2028.0555,564.0455,21.1004,76.5517,224.3812,20618.7787,1430,2.0656,0.4087,56.0142,1,34470,0.0128,3946.2369,40258.3362,0.013556527,1
2414.8237,2190.3764,240.5655,57.5889,281.1796,28871.5207,3898,1.4577,0.4745,88.1175,0,2493,0.5431,7709.1628,152503.2633,0.008376419,1
1198.6083,1565.6833,148.2901,93.7725,178.3314,57344.4572,9059,2.5564,0.6909,94.783,0,20801,0.283,577.3715,143471.6093,-0.018965627,-1
